vendor_id,tax_period,total_itc_claimed,itc_matched,itc_at_risk,leakage_percentage,aging_bucket
VND00165,2023-Q3,495380,306092,189288,38.21,0-30
VND00556,2023-Q1,361248,216278,144970,40.13,60+
VND03293,2023-Q3,261192,176689,84503,32.35,0-30
VND04397,2023-Q2,304632,214321,90311,29.65,31-60
VND00021,2023-Q3,205514,139515,65999,32.11,60+
VND02098,2023-Q2,359548,137492,222056,61.76,60+
VND02267,2023-Q2,220660,184554,36106,16.36,31-60
VND02094,2023-Q1,151276,97753,53523,35.38,31-60
VND02310,2023-Q3,494314,165337,328977,66.55,60+
VND03656,2023-Q3,220658,87373,133285,60.4,0-30
VND04274,2023-Q2,322905,295833,27072,8.38,0-30
VND04054,2023-Q1,147908,108539,39369,26.62,31-60
VND03610,2023-Q1,74884,57635,17249,23.03,60+
VND01428,2023-Q2,426885,23309,403576,94.54,60+
VND02597,2023-Q1,458912,367896,91016,19.83,60+
VND04972,2023-Q2,55175,24047,31128,56.42,31-60
VND02299,2023-Q3,130816,88139,42677,32.62,60+
VND01143,2023-Q3,471059,92705,378354,80.32,60+
VND04796,2023-Q3,298840,286670,12170,4.07,31-60
VND04334,2023-Q3,332351,214262,118089,35.53,0-30
VND04274,2023-Q1,458955,26675,432280,94.19,31-60
VND02881,2023-Q2,87324,26237,61087,69.95,60+
VND02753,2023-Q2,313170,67040,246130,78.59,0-30
VND02800,2023-Q2,284043,135635,148408,52.25,0-30
VND04448,2023-Q3,395660,161075,234585,59.29,60+
VND02789,2023-Q2,72363,71491,872,1.21,31-60
VND04504,2023-Q3,82807,45488,37319,45.07,60+
VND03820,2023-Q2,113062,53346,59716,52.82,60+
VND00260,2023-Q2,460737,130130,330607,71.76,0-30
VND00166,2023-Q2,77204,30281,46923,60.78,0-30
VND04494,2023-Q2,394482,147070,247412,62.72,60+
VND00026,2023-Q1,124360,93355,31005,24.93,60+
VND00160,2023-Q1,295120,192424,102696,34.8,0-30
VND03359,2023-Q2,99856,33514,66342,66.44,60+
VND02906,2023-Q2,278091,155858,122233,43.95,60+
VND03477,2023-Q1,56300,21492,34808,61.83,0-30
VND03543,2023-Q1,57335,42675,14660,25.57,0-30
VND01565,2023-Q1,364855,196706,168149,46.09,31-60
VND04687,2023-Q3,319105,151195,167910,52.62,0-30
VND00741,2023-Q1,191314,93578,97736,51.09,0-30
VND02285,2023-Q3,299865,207154,92711,30.92,0-30
VND00261,2023-Q3,98436,71501,26935,27.36,0-30
VND00613,2023-Q2,254943,188078,66865,26.23,60+
VND02692,2023-Q1,249900,133219,116681,46.69,0-30
VND01327,2023-Q2,50990,50440,550,1.08,60+
VND00001,2023-Q3,265434,99019,166415,62.7,0-30
VND04962,2023-Q1,168743,117680,51063,30.26,60+
VND01531,2023-Q3,422758,346995,75763,17.92,60+
VND01566,2023-Q1,309615,226737,82878,26.77,60+
VND04582,2023-Q2,429963,206149,223814,52.05,0-30
VND03233,2023-Q1,416246,54844,361402,86.82,0-30
VND00334,2023-Q3,72491,68160,4331,5.97,60+
VND00648,2023-Q1,459216,292641,166575,36.27,31-60
VND00331,2023-Q3,241387,165262,76125,31.54,0-30
VND01151,2023-Q2,207749,174071,33678,16.21,60+
VND04083,2023-Q2,379695,124335,255360,67.25,31-60
VND01759,2023-Q3,369926,187056,182870,49.43,0-30
VND00817,2023-Q2,343915,35609,308306,89.65,31-60
VND04522,2023-Q1,390930,382145,8785,2.25,31-60
VND02338,2023-Q3,61629,42798,18831,30.56,31-60
VND00589,2023-Q2,469250,267862,201388,42.92,60+
VND02189,2023-Q1,447097,110830,336267,75.21,31-60
VND00464,2023-Q3,327146,194651,132495,40.5,60+
VND01045,2023-Q1,226403,77507,148896,65.77,0-30
VND01985,2023-Q2,218210,217753,457,0.21,0-30
VND01744,2023-Q2,85926,54057,31869,37.09,0-30
VND01598,2023-Q3,389753,179630,210123,53.91,31-60
VND01544,2023-Q2,170381,38694,131687,77.29,31-60
VND01166,2023-Q3,385766,308224,77542,20.1,60+
VND01417,2023-Q1,245149,77384,167765,68.43,31-60
VND03387,2023-Q2,467091,342806,124285,26.61,0-30
VND04362,2023-Q2,348906,117807,231099,66.24,60+
VND00210,2023-Q3,209279,172203,37076,17.72,0-30
VND02872,2023-Q3,369939,181055,188884,51.06,60+
VND01879,2023-Q2,278627,209272,69355,24.89,31-60
VND02861,2023-Q1,134147,123508,10639,7.93,60+
VND04658,2023-Q1,329059,281140,47919,14.56,31-60
VND03120,2023-Q2,387065,348523,38542,9.96,31-60
VND00538,2023-Q2,260878,138566,122312,46.88,0-30
VND01305,2023-Q1,171855,137267,34588,20.13,0-30
VND04709,2023-Q1,320553,65584,254969,79.54,31-60
VND04590,2023-Q2,90978,82404,8574,9.42,0-30
VND00867,2023-Q2,176352,86696,89656,50.84,0-30
VND03092,2023-Q2,478530,229677,248853,52.0,31-60
VND02688,2023-Q1,363211,310355,52856,14.55,31-60
VND04084,2023-Q3,134254,122603,11651,8.68,31-60
VND00777,2023-Q2,232470,102617,129853,55.86,31-60
VND00703,2023-Q2,476824,236683,240141,50.36,0-30
VND03262,2023-Q3,217992,74858,143134,65.66,0-30
VND02645,2023-Q2,215051,168703,46348,21.55,0-30
VND00890,2023-Q1,422801,109693,313108,74.06,31-60
VND00393,2023-Q2,228913,23335,205578,89.81,31-60
VND02931,2023-Q2,451269,379559,71710,15.89,0-30
VND03716,2023-Q2,218381,113716,104665,47.93,60+
VND03292,2023-Q3,439065,262439,176626,40.23,0-30
VND04880,2023-Q1,310251,304336,5915,1.91,31-60
VND04837,2023-Q3,360665,331056,29609,8.21,31-60
VND03611,2023-Q1,61184,33398,27786,45.41,60+
VND03784,2023-Q1,270173,229563,40610,15.03,31-60
VND01048,2023-Q2,317833,271032,46801,14.73,31-60
VND01108,2023-Q2,78779,38810,39969,50.74,31-60
VND01415,2023-Q3,343768,120949,222819,64.82,60+
VND00037,2023-Q3,381133,376306,4827,1.27,31-60
VND02712,2023-Q2,121687,113144,8543,7.02,60+
VND00293,2023-Q2,432484,295537,136947,31.67,31-60
VND00468,2023-Q1,52744,43809,8935,16.94,31-60
VND03796,2023-Q1,251901,179318,72583,28.81,31-60
VND01886,2023-Q2,232054,79050,153004,65.93,31-60
VND04444,2023-Q3,239128,159403,79725,33.34,60+
VND04717,2023-Q1,489432,131636,357796,73.1,0-30
VND02947,2023-Q2,234110,45226,188884,80.68,31-60
VND02734,2023-Q1,301713,86650,215063,71.28,31-60
VND02925,2023-Q1,433584,166175,267409,61.67,31-60
VND00248,2023-Q3,359999,117341,242658,67.41,31-60
VND03957,2023-Q2,317324,74189,243135,76.62,60+
VND04759,2023-Q3,208021,142306,65715,31.59,60+
VND00502,2023-Q2,258360,188707,69653,26.96,0-30
VND02483,2023-Q3,51666,41804,9862,19.09,31-60
VND01676,2023-Q1,83851,65672,18179,21.68,31-60
VND03464,2023-Q2,455793,144298,311495,68.34,0-30
VND03269,2023-Q1,272404,163205,109199,40.09,31-60
VND00856,2023-Q3,224002,119828,104174,46.51,60+
VND04602,2023-Q3,188400,131126,57274,30.4,0-30
VND04886,2023-Q2,323489,143917,179572,55.51,60+
VND01921,2023-Q2,259930,246013,13917,5.35,0-30
VND03111,2023-Q2,167696,53302,114394,68.22,0-30
VND04701,2023-Q2,89837,73497,16340,18.19,31-60
VND00310,2023-Q2,152238,100271,51967,34.14,60+
VND04752,2023-Q1,292872,62674,230198,78.6,31-60
VND00730,2023-Q2,184525,150957,33568,18.19,60+
VND00444,2023-Q3,288114,53880,234234,81.3,60+
VND03892,2023-Q2,338134,224289,113845,33.67,0-30
VND03073,2023-Q3,307302,138547,168755,54.92,0-30
VND02872,2023-Q1,205845,105265,100580,48.86,31-60
VND02995,2023-Q1,114203,55218,58985,51.65,60+
VND02923,2023-Q1,421023,131607,289416,68.74,60+
VND02415,2023-Q3,150441,136132,14309,9.51,31-60
VND02238,2023-Q2,423132,62126,361006,85.32,31-60
VND04211,2023-Q2,230566,59502,171064,74.19,60+
VND01236,2023-Q1,295225,240161,55064,18.65,31-60
VND04573,2023-Q2,226066,185050,41016,18.14,0-30
VND02544,2023-Q3,462292,374109,88183,19.08,0-30
VND01811,2023-Q1,477553,164269,313284,65.6,60+
VND00936,2023-Q1,141857,40322,101535,71.58,31-60
VND02052,2023-Q3,343765,37418,306347,89.12,31-60
VND04467,2023-Q2,243352,119762,123590,50.79,31-60
VND03218,2023-Q2,200186,136669,63517,31.73,0-30
VND00691,2023-Q2,441505,216229,225276,51.02,31-60
VND03500,2023-Q1,102419,97471,4948,4.83,31-60
VND04032,2023-Q2,270409,79242,191167,70.7,31-60
VND03241,2023-Q3,106803,51534,55269,51.75,31-60
VND03394,2023-Q2,156014,33899,122115,78.27,0-30
VND03240,2023-Q2,163536,130526,33010,20.19,60+
VND02515,2023-Q1,237509,226331,11178,4.71,60+
VND01195,2023-Q2,388275,296504,91771,23.64,60+
VND03565,2023-Q3,344185,218617,125568,36.48,31-60
VND01385,2023-Q3,78810,56231,22579,28.65,60+
VND03429,2023-Q2,221341,82309,139032,62.81,0-30
VND03063,2023-Q3,376087,308710,67377,17.92,60+
VND00345,2023-Q1,485498,439323,46175,9.51,31-60
VND04975,2023-Q3,201032,126856,74176,36.9,31-60
VND00822,2023-Q2,413454,315987,97467,23.57,0-30
VND04353,2023-Q1,278833,220587,58246,20.89,60+
VND00362,2023-Q1,287904,177744,110160,38.26,60+
VND02285,2023-Q3,237693,98762,138931,58.45,60+
VND02869,2023-Q3,262626,252597,10029,3.82,60+
VND04541,2023-Q2,379184,186775,192409,50.74,31-60
VND02726,2023-Q1,148117,83167,64950,43.85,31-60
VND03495,2023-Q2,485009,247767,237242,48.91,31-60
VND04079,2023-Q2,62548,53724,8824,14.11,0-30
VND03771,2023-Q2,191983,172298,19685,10.25,60+
VND02599,2023-Q1,453853,379255,74598,16.44,0-30
VND00402,2023-Q1,457081,60949,396132,86.67,0-30
VND04122,2023-Q3,397573,358083,39490,9.93,0-30
VND01754,2023-Q1,395063,391887,3176,0.8,60+
VND04260,2023-Q3,419989,177568,242421,57.72,0-30
VND02104,2023-Q2,173859,93714,80145,46.1,60+
VND04839,2023-Q2,133797,88537,45260,33.83,60+
VND03092,2023-Q2,238455,61912,176543,74.04,31-60
VND02162,2023-Q2,347938,329412,18526,5.32,60+
VND03647,2023-Q3,334016,50298,283718,84.94,0-30
VND03832,2023-Q1,197009,172861,24148,12.26,60+
VND01534,2023-Q3,391156,142179,248977,63.65,31-60
VND00792,2023-Q1,433025,204858,228167,52.69,31-60
VND00607,2023-Q1,123945,27283,96662,77.99,0-30
VND04654,2023-Q2,265386,251369,14017,5.28,0-30
VND00741,2023-Q2,365319,156867,208452,57.06,31-60
VND04877,2023-Q2,144927,58001,86926,59.98,60+
VND03139,2023-Q1,159268,93657,65611,41.2,60+
VND03451,2023-Q1,472492,420069,52423,11.1,60+
VND03437,2023-Q3,186884,106813,80071,42.85,0-30
VND01154,2023-Q3,282934,266993,15941,5.63,31-60
VND00963,2023-Q3,115313,20170,95143,82.51,60+
VND02249,2023-Q3,345631,170330,175301,50.72,0-30
VND02945,2023-Q1,284692,175225,109467,38.45,60+
VND04122,2023-Q3,239134,109286,129848,54.3,31-60
VND01332,2023-Q2,167130,107855,59275,35.47,60+
VND02729,2023-Q3,50932,50683,249,0.49,60+
VND02989,2023-Q3,492231,195374,296857,60.31,31-60
VND00997,2023-Q1,125698,26574,99124,78.86,31-60
VND01906,2023-Q1,374066,314795,59271,15.85,31-60
VND01551,2023-Q1,322166,205091,117075,36.34,60+
VND04387,2023-Q1,233161,124621,108540,46.55,0-30
VND01236,2023-Q3,83850,29647,54203,64.64,0-30
VND01062,2023-Q2,448310,370564,77746,17.34,0-30
VND00052,2023-Q2,359673,139894,219779,61.11,31-60
VND00229,2023-Q2,317194,255170,62024,19.55,0-30
VND00651,2023-Q3,488144,215482,272662,55.86,31-60
VND00102,2023-Q3,176791,116378,60413,34.17,31-60
VND04185,2023-Q1,161137,115218,45919,28.5,31-60
VND00845,2023-Q1,406545,20720,385825,94.9,0-30
VND04580,2023-Q2,246156,110115,136041,55.27,0-30
VND01700,2023-Q1,184408,42310,142098,77.06,31-60
VND02324,2023-Q1,121972,104114,17858,14.64,60+
VND02398,2023-Q1,430004,49737,380267,88.43,31-60
VND03444,2023-Q1,299835,209624,90211,30.09,31-60
VND00331,2023-Q1,174604,136653,37951,21.74,31-60
VND02482,2023-Q3,377285,236948,140337,37.2,0-30
VND02504,2023-Q1,225175,167957,57218,25.41,60+
VND00451,2023-Q2,361078,244370,116708,32.32,31-60
VND04547,2023-Q3,257241,197379,59862,23.27,0-30
VND00339,2023-Q2,290734,270518,20216,6.95,60+
VND02206,2023-Q2,51339,28505,22834,44.48,60+
VND00615,2023-Q1,470622,289681,180941,38.45,0-30
VND02112,2023-Q1,271826,181372,90454,33.28,60+
VND02435,2023-Q3,62057,25063,36994,59.61,31-60
VND01233,2023-Q3,189014,115672,73342,38.8,31-60
VND04428,2023-Q2,142787,68488,74299,52.03,60+
VND04290,2023-Q3,304724,231805,72919,23.93,0-30
VND03017,2023-Q1,317834,251087,66747,21.0,0-30
VND04556,2023-Q3,247834,30501,217333,87.69,60+
VND01960,2023-Q1,296707,261284,35423,11.94,31-60
VND00419,2023-Q3,115639,51425,64214,55.53,60+
VND00679,2023-Q2,376611,320438,56173,14.92,31-60
VND01581,2023-Q2,278855,228027,50828,18.23,60+
VND00577,2023-Q3,205648,196952,8696,4.23,31-60
VND02645,2023-Q3,113219,25046,88173,77.88,31-60
VND04631,2023-Q1,460164,447078,13086,2.84,31-60
VND00693,2023-Q1,379005,225694,153311,40.45,0-30
VND04237,2023-Q2,336609,128434,208175,61.84,60+
VND04196,2023-Q1,463591,463290,301,0.06,60+
VND01392,2023-Q1,189060,94041,95019,50.26,60+
VND01825,2023-Q1,382402,66182,316220,82.69,60+
VND03237,2023-Q3,466810,259641,207169,44.38,0-30
VND03430,2023-Q2,196103,154149,41954,21.39,31-60
VND00710,2023-Q1,56851,36548,20303,35.71,0-30
VND02652,2023-Q2,261019,219791,41228,15.8,31-60
VND00326,2023-Q1,459441,275941,183500,39.94,60+
VND04457,2023-Q2,470290,460632,9658,2.05,0-30
VND00765,2023-Q1,466485,411840,54645,11.71,31-60
VND04551,2023-Q3,228279,88908,139371,61.05,31-60
VND01261,2023-Q3,62249,22308,39941,64.16,0-30
VND00123,2023-Q1,436480,171425,265055,60.73,31-60
VND01499,2023-Q2,134243,26568,107675,80.21,31-60
VND01333,2023-Q3,415268,295634,119634,28.81,60+
VND00472,2023-Q1,473846,76874,396972,83.78,31-60
VND03934,2023-Q1,190222,164895,25327,13.31,0-30
VND00116,2023-Q3,63691,28747,34944,54.86,31-60
VND00722,2023-Q1,340342,35638,304704,89.53,31-60
VND04346,2023-Q3,234219,134916,99303,42.4,0-30
VND02907,2023-Q3,141211,92975,48236,34.16,31-60
VND00250,2023-Q2,120568,49720,70848,58.76,0-30
VND03751,2023-Q2,332765,138455,194310,58.39,0-30
VND02619,2023-Q3,262294,30720,231574,88.29,31-60
VND01902,2023-Q1,402571,218238,184333,45.79,31-60
VND00325,2023-Q2,75920,44871,31049,40.9,31-60
VND00798,2023-Q3,482683,99001,383682,79.49,31-60
VND02043,2023-Q2,276531,114950,161581,58.43,31-60
VND02407,2023-Q3,367288,240246,127042,34.59,0-30
VND04514,2023-Q3,368648,168188,200460,54.38,60+
VND04148,2023-Q2,61767,61430,337,0.55,31-60
VND00169,2023-Q1,297292,99499,197793,66.53,31-60
VND01520,2023-Q3,319793,208424,111369,34.83,31-60
VND02323,2023-Q2,417377,86144,331233,79.36,31-60
VND04932,2023-Q3,397709,231181,166528,41.87,60+
VND01331,2023-Q2,392123,128704,263419,67.18,31-60
VND03741,2023-Q3,279953,137412,142541,50.92,60+
VND03561,2023-Q3,469971,338682,131289,27.94,31-60
VND02192,2023-Q3,394523,252707,141816,35.95,31-60
VND03470,2023-Q3,65854,53191,12663,19.23,60+
VND04135,2023-Q2,106731,31097,75634,70.86,0-30
VND00029,2023-Q3,192808,65729,127079,65.91,60+
VND04550,2023-Q2,372659,109009,263650,70.75,31-60
VND03357,2023-Q3,64487,36595,27892,43.25,31-60
VND03539,2023-Q1,491642,376584,115058,23.4,31-60
VND00817,2023-Q3,318181,131089,187092,58.8,31-60
VND00618,2023-Q2,365475,174920,190555,52.14,60+
VND04831,2023-Q2,327978,174235,153743,46.88,60+
VND01484,2023-Q1,493825,288043,205782,41.67,31-60
VND00821,2023-Q2,439314,115840,323474,73.63,0-30
VND04409,2023-Q2,359142,264961,94181,26.22,60+
VND02258,2023-Q3,497430,128133,369297,74.24,60+
VND04445,2023-Q3,382162,176522,205640,53.81,0-30
VND01083,2023-Q2,483440,478476,4964,1.03,31-60
VND03388,2023-Q1,365071,69865,295206,80.86,31-60
VND04375,2023-Q3,379118,280915,98203,25.9,0-30
VND00628,2023-Q1,443298,184129,259169,58.46,60+
VND03165,2023-Q2,218140,30575,187565,85.98,60+
VND02812,2023-Q2,497872,395239,102633,20.61,31-60
VND03148,2023-Q3,182067,91284,90783,49.86,60+
VND02076,2023-Q3,229903,77451,152452,66.31,60+
VND02155,2023-Q2,498156,367959,130197,26.14,0-30
VND01137,2023-Q1,351205,350613,592,0.17,31-60
VND02738,2023-Q1,136973,45320,91653,66.91,0-30
VND02358,2023-Q3,264481,219405,45076,17.04,0-30
VND01703,2023-Q2,447586,311391,136195,30.43,0-30
VND01392,2023-Q3,419912,182968,236944,56.43,60+
VND02589,2023-Q2,261065,210042,51023,19.54,31-60
VND04091,2023-Q1,196185,142482,53703,27.37,60+
VND02092,2023-Q1,150067,49116,100951,67.27,31-60
VND03085,2023-Q3,331902,161529,170373,51.33,60+
VND02866,2023-Q2,264956,174936,90020,33.98,31-60
VND02262,2023-Q3,325578,187734,137844,42.34,31-60
VND02448,2023-Q3,263038,76446,186592,70.94,60+
VND04804,2023-Q3,351989,81891,270098,76.73,0-30
VND04340,2023-Q2,192662,97939,94723,49.17,31-60
VND03510,2023-Q3,132530,52192,80338,60.62,31-60
VND02390,2023-Q3,455764,219166,236598,51.91,60+
VND04919,2023-Q2,281332,126120,155212,55.17,0-30
VND01858,2023-Q1,358170,269990,88180,24.62,0-30
VND02139,2023-Q3,421107,320382,100725,23.92,60+
VND03131,2023-Q2,252765,86396,166369,65.82,60+
VND04130,2023-Q1,119231,46897,72334,60.67,60+
VND01336,2023-Q1,67442,33717,33725,50.01,0-30
VND03061,2023-Q2,409690,378639,31051,7.58,31-60
VND02608,2023-Q2,334520,50731,283789,84.83,31-60
VND01758,2023-Q1,434746,201615,233131,53.62,0-30
VND01694,2023-Q2,479745,437195,42550,8.87,31-60
VND00317,2023-Q1,54228,35465,18763,34.6,0-30
VND02085,2023-Q2,360521,159649,200872,55.72,60+
VND01105,2023-Q3,298910,123109,175801,58.81,31-60
VND00425,2023-Q1,277468,176689,100779,36.32,0-30
VND00030,2023-Q3,253771,74061,179710,70.82,0-30
VND01141,2023-Q1,258468,237822,20646,7.99,31-60
VND04299,2023-Q3,65123,55810,9313,14.3,0-30
VND02224,2023-Q2,80687,46681,34006,42.15,60+
VND00608,2023-Q1,380556,353180,27376,7.19,31-60
VND00567,2023-Q1,54493,30557,23936,43.92,0-30
VND01121,2023-Q3,394500,54706,339794,86.13,0-30
VND00513,2023-Q3,366381,67100,299281,81.69,31-60
VND02608,2023-Q1,448854,212130,236724,52.74,31-60
VND00440,2023-Q1,134648,25629,109019,80.97,31-60
VND03063,2023-Q2,379538,226467,153071,40.33,60+
VND03703,2023-Q2,404186,320730,83456,20.65,0-30
VND02110,2023-Q1,336327,232590,103737,30.84,0-30
VND02509,2023-Q2,176197,87043,89154,50.6,31-60
VND03260,2023-Q3,350502,297583,52919,15.1,60+
VND01671,2023-Q3,497714,191694,306020,61.49,31-60
VND04500,2023-Q3,206447,155756,50691,24.55,0-30
VND04067,2023-Q3,172274,45053,127221,73.85,60+
VND04563,2023-Q2,442740,341939,100801,22.77,31-60
VND01876,2023-Q1,184282,32535,151747,82.34,31-60
VND02002,2023-Q3,79613,28494,51119,64.21,0-30
VND02190,2023-Q1,120073,34115,85958,71.59,0-30
VND01779,2023-Q2,359151,62898,296253,82.49,31-60
VND02406,2023-Q1,274403,267226,7177,2.62,0-30
VND03484,2023-Q3,344157,210979,133178,38.7,0-30
VND00834,2023-Q3,334428,25607,308821,92.34,0-30
VND01279,2023-Q1,146206,95894,50312,34.41,31-60
VND03075,2023-Q2,91442,29041,62401,68.24,0-30
VND01645,2023-Q3,237690,181386,56304,23.69,0-30
VND00038,2023-Q3,176672,59755,116917,66.18,0-30
VND02572,2023-Q2,120955,61658,59297,49.02,60+
VND03263,2023-Q3,291416,234335,57081,19.59,31-60
VND03982,2023-Q2,111307,103353,7954,7.15,31-60
VND03615,2023-Q1,241393,194252,47141,19.53,60+
VND00736,2023-Q3,357318,152294,205024,57.38,0-30
VND02402,2023-Q2,428163,182077,246086,57.47,31-60
VND01628,2023-Q3,374619,128476,246143,65.7,31-60
VND03248,2023-Q2,250450,126267,124183,49.58,0-30
VND02816,2023-Q2,155168,85927,69241,44.62,60+
VND01835,2023-Q2,253705,127658,126047,49.68,0-30
VND03583,2023-Q1,339045,152552,186493,55.01,31-60
VND02874,2023-Q1,282685,223966,58719,20.77,31-60
VND01300,2023-Q2,317000,138280,178720,56.38,0-30
VND02134,2023-Q2,196139,155855,40284,20.54,0-30
VND00120,2023-Q3,319583,75518,244065,76.37,60+
VND00745,2023-Q2,191234,170938,20296,10.61,0-30
VND00597,2023-Q2,219296,208719,10577,4.82,60+
VND03476,2023-Q2,186793,138318,48475,25.95,31-60
VND02173,2023-Q1,203999,166846,37153,18.21,31-60
VND00890,2023-Q2,292319,248596,43723,14.96,60+
VND04774,2023-Q1,318273,292036,26237,8.24,60+
VND02330,2023-Q2,329341,188316,141025,42.82,60+
VND03534,2023-Q2,292131,80199,211932,72.55,60+
VND03399,2023-Q1,69242,25178,44064,63.64,0-30
VND00982,2023-Q2,208386,38993,169393,81.29,0-30
VND02142,2023-Q3,77294,47978,29316,37.93,60+
VND02412,2023-Q1,495912,397758,98154,19.79,31-60
VND00014,2023-Q1,75164,69131,6033,8.03,60+
VND02446,2023-Q3,157105,78056,79049,50.32,31-60
VND04550,2023-Q1,152176,105694,46482,30.54,60+
VND00461,2023-Q1,117421,69486,47935,40.82,31-60
VND03580,2023-Q1,431178,154341,276837,64.2,0-30
VND03378,2023-Q3,224014,143005,81009,36.16,0-30
VND02526,2023-Q2,173917,78715,95202,54.74,31-60
VND03899,2023-Q2,429843,380646,49197,11.45,60+
VND01905,2023-Q2,334283,88832,245451,73.43,60+
VND01156,2023-Q2,211826,25269,186557,88.07,60+
VND03409,2023-Q2,246986,106559,140427,56.86,31-60
VND01855,2023-Q1,320695,273024,47671,14.86,31-60
VND04116,2023-Q2,237127,228579,8548,3.6,0-30
VND03018,2023-Q2,189143,152629,36514,19.3,0-30
VND00335,2023-Q2,60222,28998,31224,51.85,60+
VND02272,2023-Q3,199657,117577,82080,41.11,60+
VND04220,2023-Q3,216247,199225,17022,7.87,0-30
VND00696,2023-Q2,492687,43435,449252,91.18,0-30
VND00891,2023-Q3,62090,49180,12910,20.79,0-30
VND00577,2023-Q3,308848,59455,249393,80.75,60+
VND01475,2023-Q2,316518,280929,35589,11.24,31-60
VND04300,2023-Q1,83172,58984,24188,29.08,60+
VND00347,2023-Q3,435067,104133,330934,76.07,0-30
VND03230,2023-Q3,470572,269490,201082,42.73,0-30
VND04934,2023-Q2,254210,187633,66577,26.19,60+
VND00607,2023-Q2,378575,369535,9040,2.39,31-60
VND01499,2023-Q2,101637,85807,15830,15.58,60+
VND03655,2023-Q3,87527,43361,44166,50.46,31-60
VND03395,2023-Q3,458823,334058,124765,27.19,31-60
VND04301,2023-Q1,158559,45072,113487,71.57,0-30
VND00647,2023-Q2,140705,124523,16182,11.5,0-30
VND03496,2023-Q2,373070,186089,186981,50.12,0-30
VND00115,2023-Q3,389751,116960,272791,69.99,60+
VND03253,2023-Q2,258470,96643,161827,62.61,60+
VND04179,2023-Q3,234847,126011,108836,46.34,0-30
VND03246,2023-Q3,161620,48034,113586,70.28,0-30
VND00398,2023-Q1,198677,114035,84642,42.6,0-30
VND02188,2023-Q1,356528,219027,137501,38.57,0-30
VND00182,2023-Q1,454301,252304,201997,44.46,60+
VND03411,2023-Q3,388644,356026,32618,8.39,0-30
VND03824,2023-Q3,166835,101148,65687,39.37,60+
VND01509,2023-Q1,418921,137243,281678,67.24,60+
VND03379,2023-Q3,65456,36328,29128,44.5,31-60
VND04380,2023-Q2,231827,231537,290,0.13,60+
VND03734,2023-Q2,55802,30512,25290,45.32,0-30
VND04097,2023-Q2,430431,54778,375653,87.27,0-30
VND03431,2023-Q2,90493,75268,15225,16.82,0-30
VND04547,2023-Q1,186436,110027,76409,40.98,31-60
VND03444,2023-Q2,347622,71815,275807,79.34,60+
VND00871,2023-Q2,286490,89033,197457,68.92,31-60
VND01808,2023-Q1,425913,399764,26149,6.14,31-60
VND02132,2023-Q3,224065,117659,106406,47.49,31-60
VND00352,2023-Q1,241850,28836,213014,88.08,31-60
VND03020,2023-Q3,383354,264681,118673,30.96,60+
VND04345,2023-Q2,456469,91875,364594,79.87,0-30
VND04154,2023-Q3,287582,20110,267472,93.01,0-30
VND04845,2023-Q1,250771,173250,77521,30.91,60+
VND01372,2023-Q3,173609,116231,57378,33.05,0-30
VND04619,2023-Q3,434441,104354,330087,75.98,60+
VND01866,2023-Q2,215209,194904,20305,9.44,0-30
VND04213,2023-Q1,160576,91628,68948,42.94,60+
VND00126,2023-Q2,305599,171199,134400,43.98,60+
VND01064,2023-Q3,233483,97238,136245,58.35,0-30
VND03352,2023-Q1,109640,81604,28036,25.57,60+
VND01330,2023-Q2,307516,230562,76954,25.02,60+
VND04713,2023-Q1,311201,37619,273582,87.91,0-30
VND03261,2023-Q2,204426,151752,52674,25.77,60+
VND01459,2023-Q3,234616,84970,149646,63.78,31-60
VND03890,2023-Q1,161486,23094,138392,85.7,31-60
