vendor_id,mismatch_rate,filing_delay_frequency,gst_status_score,vendor_risk_score,risk_category
VND04429,0.109,0.241,11,14.0,Low
VND04430,0.029,0.009,15,1.52,Low
VND04431,0.003,0.328,10,13.23,Low
VND04432,0.08,0.011,2,3.62,Low
VND04433,0.182,0.266,5,17.91,Low
VND04434,0.29,0.203,18,19.72,Low
VND04435,0.112,0.038,2,6.0,Low
VND04436,0.051,0.17,20,8.82,Low
VND04437,0.057,0.273,3,13.23,Low
VND04438,0.184,0.375,10,22.38,Low
VND04439,0.294,0.313,7,24.28,Low
VND04440,0.04,0.071,5,4.42,Low
VND04441,0.218,0.054,17,10.89,Low
VND04442,0.182,0.118,4,12.01,Low
VND04443,0.272,0.237,18,20.33,Low
VND04444,0.192,0.105,16,11.91,Low
VND04445,0.017,0.383,16,16.0,Low
VND04446,0.265,0.137,8,16.08,Low
VND04447,0.222,0.38,15,24.08,Low
VND04448,0.118,0.191,19,12.37,Low
VND04449,0.032,0.046,1,3.1,Low
VND04450,0.087,0.064,14,6.06,Low
VND04451,0.112,0.346,9,18.35,Low
VND04452,0.148,0.037,12,7.38,Low
VND04453,0.248,0.136,18,15.34,Low
VND04454,0.288,0.202,19,19.59,Low
VND04455,0.293,0.298,9,23.62,Low
VND04456,0.039,0.033,2,2.86,Low
VND04457,0.287,0.036,3,12.94,Low
VND04458,0.284,0.024,2,12.32,Low
VND04459,0.105,0.08,20,7.38,Low
VND04460,0.016,0.176,1,7.68,Low
VND04461,0.2,0.311,16,20.44,Low
VND04462,0.0,0.234,3,9.36,Low
VND04463,0.034,0.246,8,11.18,Low
VND04464,0.21,0.279,15,19.57,Low
VND04465,0.19,0.055,15,9.78,Low
VND04466,0.15,0.183,20,13.31,Low
VND04467,0.02,0.078,9,3.9,Low
VND04468,0.178,0.246,2,16.93,Low
VND04469,0.207,0.379,1,23.46,Low
VND04470,0.241,0.343,19,23.36,Low
VND04471,0.001,0.257,14,10.29,Low
VND04472,0.153,0.352,9,20.19,Low
VND04473,0.068,0.273,2,13.65,Low
VND04474,0.271,0.213,0,19.33,Low
VND04475,0.065,0.083,15,5.91,Low
VND04476,0.183,0.192,8,15.02,Low
VND04477,0.031,0.219,17,10.02,Low
VND04478,0.289,0.333,16,24.87,Low
VND04479,0.253,0.043,9,11.84,Low
VND04480,0.161,0.132,4,11.71,Low
VND04481,0.001,0.305,15,12.26,Low
VND04482,0.195,0.19,3,15.42,Low
VND04483,0.145,0.251,6,15.84,Low
VND04484,0.297,0.052,12,13.99,Low
VND04485,0.275,0.208,11,19.32,Low
VND04486,0.035,0.369,17,16.13,Low
VND04487,0.163,0.307,7,18.8,Low
VND04488,0.186,0.212,17,15.93,Low
VND04489,0.051,0.232,14,11.34,Low
VND04490,0.129,0.133,6,10.47,Low
VND04491,0.247,0.133,4,15.2,Low
VND04492,0.101,0.004,4,4.2,Low
VND04493,0.283,0.301,12,23.33,Low
VND04494,0.273,0.17,15,17.71,Low
VND04495,0.104,0.053,15,6.31,Low
VND04496,0.27,0.393,18,26.54,Medium
VND04497,0.208,0.247,18,18.22,Low
VND04498,0.043,0.236,10,11.17,Low
VND04499,0.294,0.036,5,13.19,Low
VND04500,0.202,0.045,11,9.88,Low
VND04501,0.272,0.033,14,12.23,Low
VND04502,0.275,0.24,18,20.61,Low
VND04503,0.061,0.097,9,6.29,Low
VND04504,0.03,0.184,19,8.54,Low
VND04505,0.202,0.248,4,18.01,Low
VND04506,0.078,0.11,7,7.5,Low
VND04507,0.269,0.165,3,17.37,Low
VND04508,0.09,0.175,14,10.6,Low
VND04509,0.239,0.25,3,19.56,Low
VND04510,0.275,0.077,5,14.09,Low
VND04511,0.001,0.126,12,5.06,Low
VND04512,0.26,0.233,6,19.72,Low
VND04513,0.291,0.065,4,14.23,Low
VND04514,0.222,0.155,16,15.09,Low
VND04515,0.101,0.361,6,18.47,Low
VND04516,0.233,0.269,1,20.05,Low
VND04517,0.016,0.373,15,15.56,Low
VND04518,0.168,0.301,0,18.75,Low
VND04519,0.064,0.128,19,7.71,Low
VND04520,0.05,0.399,7,17.98,Low
VND04521,0.133,0.129,11,10.48,Low
VND04522,0.091,0.189,5,11.23,Low
VND04523,0.138,0.172,18,12.4,Low
VND04524,0.264,0.289,11,22.12,Low
VND04525,0.021,0.154,0,6.99,Low
VND04526,0.157,0.166,5,12.92,Low
VND04527,0.0,0.135,16,5.4,Low
VND04528,0.149,0.245,17,15.75,Low
VND04529,0.082,0.137,1,8.74,Low
VND04530,0.281,0.388,19,26.76,Medium
VND04531,0.126,0.088,14,8.58,Low
VND04532,0.195,0.329,13,20.94,Low
VND04533,0.175,0.038,10,8.52,Low
VND04534,0.148,0.22,8,14.74,Low
VND04535,0.033,0.232,8,10.64,Low
VND04536,0.222,0.034,0,10.25,Low
VND04537,0.131,0.371,17,20.07,Low
VND04538,0.138,0.27,20,16.32,Low
VND04539,0.288,0.266,15,22.16,Low
VND04540,0.214,0.213,2,17.09,Low
VND04541,0.267,0.103,8,14.8,Low
VND04542,0.254,0.038,18,11.65,Low
VND04543,0.245,0.11,14,14.22,Low
VND04544,0.155,0.108,3,10.53,Low
VND04545,0.161,0.371,3,21.27,Low
VND04546,0.113,0.057,8,6.81,Low
VND04547,0.284,0.054,20,13.52,Low
VND04548,0.025,0.319,18,13.76,Low
VND04549,0.268,0.287,2,22.19,Low
VND04550,0.24,0.151,1,15.67,Low
VND04551,0.121,0.154,16,10.98,Low
VND04552,0.074,0.214,6,11.52,Low
VND04553,0.051,0.069,11,4.79,Low
VND04554,0.164,0.3,5,18.53,Low
VND04555,0.2,0.299,18,19.93,Low
VND04556,0.214,0.233,5,17.85,Low
VND04557,0.027,0.076,17,4.11,Low
VND04558,0.095,0.103,1,7.9,Low
VND04559,0.058,0.054,16,4.47,Low
VND04560,0.27,0.248,17,20.74,Low
VND04561,0.08,0.033,0,4.54,Low
VND04562,0.264,0.195,16,18.33,Low
VND04563,0.074,0.023,7,3.91,Low
VND04564,0.265,0.396,15,26.43,Medium
VND04565,0.221,0.286,7,20.27,Low
VND04566,0.152,0.243,19,15.78,Low
VND04567,0.029,0.263,7,11.71,Low
VND04568,0.028,0.396,16,16.97,Low
VND04569,0.185,0.274,10,18.36,Low
VND04570,0.27,0.132,16,16.06,Low
VND04571,0.026,0.295,2,12.83,Low
VND04572,0.117,0.168,16,11.39,Low
VND04573,0.073,0.222,11,11.8,Low
VND04574,0.237,0.108,20,13.8,Low
VND04575,0.256,0.26,15,20.63,Low
VND04576,0.076,0.315,3,15.62,Low
VND04577,0.292,0.248,17,21.59,Low
VND04578,0.109,0.302,10,16.44,Low
VND04579,0.02,0.212,10,9.26,Low
VND04580,0.158,0.396,18,22.15,Low
VND04581,0.231,0.238,16,18.74,Low
VND04582,0.06,0.321,8,15.21,Low
VND04583,0.019,0.188,13,8.28,Low
VND04584,0.277,0.268,12,21.8,Low
VND04585,0.255,0.357,20,24.47,Low
VND04586,0.142,0.26,19,16.11,Low
VND04587,0.119,0.319,11,17.54,Low
VND04588,0.034,0.373,4,16.3,Low
VND04589,0.246,0.369,11,24.56,Low
VND04590,0.272,0.038,19,12.38,Low
VND04591,0.188,0.222,18,16.39,Low
VND04592,0.003,0.328,20,13.24,Low
VND04593,0.179,0.179,17,14.35,Low
VND04594,0.13,0.065,5,7.82,Low
VND04595,0.018,0.101,4,4.76,Low
VND04596,0.168,0.293,6,18.45,Low
VND04597,0.19,0.304,9,19.75,Low
VND04598,0.08,0.294,2,14.96,Low
VND04599,0.138,0.351,7,19.54,Low
VND04600,0.282,0.031,8,12.5,Low
VND04601,0.081,0.069,6,5.99,Low
VND04602,0.142,0.281,2,16.92,Low
VND04603,0.112,0.265,12,15.09,Low
VND04604,0.273,0.275,8,21.89,Low
VND04605,0.126,0.308,17,17.4,Low
VND04606,0.242,0.39,4,25.29,Medium
VND04607,0.153,0.085,0,9.55,Low
VND04608,0.075,0.307,17,15.3,Low
VND04609,0.187,0.012,6,7.95,Low
VND04610,0.056,0.162,10,8.7,Low
VND04611,0.198,0.348,0,21.84,Low
VND04612,0.255,0.325,12,23.21,Low
VND04613,0.293,0.378,18,26.86,Medium
VND04614,0.002,0.171,20,6.93,Low
VND04615,0.118,0.109,18,9.07,Low
VND04616,0.005,0.122,3,5.09,Low
VND04617,0.159,0.164,9,12.89,Low
VND04618,0.183,0.257,1,17.58,Low
VND04619,0.091,0.287,19,15.14,Low
VND04620,0.231,0.358,12,23.55,Low
VND04621,0.269,0.304,14,22.93,Low
VND04622,0.087,0.325,9,16.51,Low
VND04623,0.186,0.352,6,21.54,Low
VND04624,0.226,0.189,7,16.58,Low
VND04625,0.153,0.093,18,9.84,Low
VND04626,0.135,0.237,12,14.9,Low
VND04627,0.217,0.122,13,13.55,Low
VND04628,0.126,0.104,4,9.21,Low
VND04629,0.073,0.076,9,5.96,Low
VND04630,0.232,0.365,2,23.88,Low
VND04631,0.118,0.395,3,20.56,Low
VND04632,0.014,0.229,11,9.71,Low
VND04633,0.082,0.028,3,4.43,Low
VND04634,0.212,0.352,10,22.54,Low
VND04635,0.075,0.204,15,11.17,Low
VND04636,0.076,0.097,3,6.93,Low
VND04637,0.188,0.243,19,17.23,Low
VND04638,0.109,0.04,15,5.94,Low
VND04639,0.233,0.228,12,18.4,Low
VND04640,0.247,0.201,0,17.91,Low
VND04641,0.098,0.384,19,19.29,Low
VND04642,0.279,0.07,6,13.97,Low
VND04643,0.06,0.331,4,15.67,Low
VND04644,0.052,0.195,7,9.91,Low
VND04645,0.156,0.309,4,18.6,Low
VND04646,0.081,0.329,0,16.4,Low
VND04647,0.13,0.165,12,11.79,Low
VND04648,0.259,0.123,14,15.26,Low
VND04649,0.083,0.01,13,3.74,Low
VND04650,0.292,0.097,1,15.55,Low
VND04651,0.078,0.053,7,5.27,Low
VND04652,0.043,0.05,13,3.72,Low
VND04653,0.213,0.17,6,15.33,Low
VND04654,0.156,0.366,20,20.87,Low
VND04655,0.119,0.136,18,10.22,Low
VND04656,0.065,0.247,5,12.49,Low
VND04657,0.003,0.239,17,9.67,Low
VND04658,0.065,0.284,12,13.94,Low
VND04659,0.072,0.222,9,11.75,Low
VND04660,0.184,0.397,4,23.26,Low
VND04661,0.237,0.02,12,10.29,Low
VND04662,0.081,0.051,0,5.27,Low
VND04663,0.136,0.018,1,6.15,Low
VND04664,0.121,0.137,12,10.31,Low
VND04665,0.239,0.023,0,10.49,Low
VND04666,0.129,0.203,3,13.27,Low
VND04667,0.19,0.359,20,21.93,Low
VND04668,0.025,0.23,10,10.21,Low
VND04669,0.096,0.292,8,15.54,Low
VND04670,0.039,0.133,10,6.88,Low
VND04671,0.289,0.259,13,21.92,Low
VND04672,0.244,0.227,15,18.84,Low
VND04673,0.086,0.026,1,4.49,Low
VND04674,0.167,0.11,16,11.07,Low
VND04675,0.154,0.118,2,10.87,Low
VND04676,0.256,0.197,10,18.15,Low
VND04677,0.212,0.139,13,14.06,Low
VND04678,0.111,0.276,7,15.47,Low
VND04679,0.262,0.151,3,16.51,Low
VND04680,0.203,0.381,12,23.37,Low
VND04681,0.232,0.229,20,18.43,Low
VND04682,0.026,0.275,9,12.04,Low
VND04683,0.288,0.256,16,21.75,Low
VND04684,0.024,0.27,6,11.78,Low
VND04685,0.197,0.272,15,18.77,Low
VND04686,0.205,0.246,13,18.05,Low
VND04687,0.123,0.105,1,9.12,Low
VND04688,0.1,0.04,16,5.59,Low
VND04689,0.042,0.033,2,3.01,Low
VND04690,0.286,0.221,7,20.25,Low
VND04691,0.038,0.184,6,8.89,Low
VND04692,0.062,0.018,4,3.2,Low
VND04693,0.158,0.356,12,20.56,Low
VND04694,0.126,0.207,2,13.31,Low
VND04695,0.124,0.212,11,13.43,Low
VND04696,0.068,0.049,4,4.69,Low
VND04697,0.215,0.002,5,8.68,Low
VND04698,0.296,0.248,13,21.76,Low
VND04699,0.17,0.041,7,8.42,Low
VND04700,0.146,0.133,14,11.17,Low
VND04701,0.005,0.135,0,5.58,Low
VND04702,0.169,0.042,11,8.44,Low
VND04703,0.006,0.19,10,7.82,Low
VND04704,0.001,0.327,20,13.11,Low
VND04705,0.007,0.134,16,5.64,Low
VND04706,0.186,0.108,13,11.78,Low
VND04707,0.122,0.393,19,20.58,Low
VND04708,0.092,0.063,6,6.2,Low
VND04709,0.016,0.381,12,15.86,Low
VND04710,0.22,0.181,7,16.03,Low
VND04711,0.055,0.191,0,9.83,Low
VND04712,0.277,0.014,13,11.62,Low
VND04713,0.204,0.054,4,10.32,Low
VND04714,0.272,0.364,0,25.45,Medium
VND04715,0.047,0.098,5,5.82,Low
VND04716,0.138,0.27,11,16.31,Low
VND04717,0.29,0.277,17,22.68,Low
VND04718,0.004,0.181,0,7.39,Low
VND04719,0.133,0.391,7,20.96,Low
VND04720,0.056,0.117,3,6.92,Low
VND04721,0.066,0.321,15,15.5,Low
VND04722,0.213,0.164,5,15.06,Low
VND04723,0.298,0.28,17,23.12,Low
VND04724,0.222,0.364,20,23.43,Low
VND04725,0.23,0.228,4,18.31,Low
VND04726,0.122,0.329,9,18.05,Low
VND04727,0.164,0.251,9,16.61,Low
VND04728,0.079,0.332,1,16.44,Low
VND04729,0.29,0.341,3,25.22,Medium
VND04730,0.184,0.208,6,15.68,Low
VND04731,0.183,0.08,4,10.54,Low
VND04732,0.167,0.178,4,13.84,Low
VND04733,0.228,0.21,19,17.5,Low
VND04734,0.05,0.371,8,16.82,Low
VND04735,0.063,0.028,10,3.67,Low
VND04736,0.011,0.043,0,2.18,Low
VND04737,0.259,0.085,16,13.77,Low
VND04738,0.062,0.35,12,16.51,Low
VND04739,0.102,0.295,9,15.88,Low
VND04740,0.269,0.398,20,26.66,Medium
VND04741,0.105,0.016,3,4.83,Low
VND04742,0.154,0.324,16,19.09,Low
VND04743,0.138,0.189,6,13.07,Low
VND04744,0.291,0.255,13,21.82,Low
VND04745,0.03,0.221,17,10.07,Low
VND04746,0.067,0.08,8,5.85,Low
VND04747,0.257,0.041,8,11.91,Low
VND04748,0.151,0.062,16,8.52,Low
VND04749,0.127,0.37,19,19.89,Low
VND04750,0.095,0.145,6,9.6,Low
VND04751,0.084,0.359,19,17.74,Low
VND04752,0.162,0.247,16,16.34,Low
VND04753,0.258,0.157,9,16.6,Low
VND04754,0.141,0.347,3,19.54,Low
VND04755,0.072,0.224,19,11.86,Low
VND04756,0.026,0.311,4,13.51,Low
VND04757,0.061,0.014,4,2.99,Low
VND04758,0.135,0.369,2,20.14,Low
VND04759,0.278,0.112,1,15.59,Low
VND04760,0.178,0.152,12,13.19,Low
VND04761,0.056,0.282,18,13.49,Low
VND04762,0.007,0.396,20,16.1,Low
VND04763,0.101,0.152,17,10.15,Low
VND04764,0.244,0.031,10,10.98,Low
VND04765,0.173,0.127,1,11.98,Low
VND04766,0.196,0.051,19,9.87,Low
VND04767,0.267,0.313,9,23.18,Low
VND04768,0.191,0.127,7,12.7,Low
VND04769,0.016,0.27,6,11.44,Low
VND04770,0.028,0.132,15,6.39,Low
VND04771,0.159,0.027,3,7.44,Low
VND04772,0.284,0.311,10,23.83,Low
VND04773,0.243,0.259,18,20.11,Low
VND04774,0.223,0.188,14,16.42,Low
VND04775,0.031,0.326,7,14.31,Low
VND04776,0.139,0.246,12,15.39,Low
VND04777,0.205,0.182,0,15.5,Low
VND04778,0.17,0.135,3,12.17,Low
VND04779,0.14,0.023,4,6.53,Low
VND04780,0.083,0.326,15,16.36,Low
VND04781,0.141,0.126,9,10.71,Low
VND04782,0.227,0.362,7,23.57,Low
VND04783,0.193,0.256,2,17.98,Low
VND04784,0.062,0.355,0,16.69,Low
VND04785,0.127,0.15,3,11.05,Low
VND04786,0.136,0.179,20,12.59,Low
VND04787,0.034,0.249,0,11.34,Low
VND04788,0.193,0.394,6,23.47,Low
VND04789,0.154,0.275,5,17.14,Low
VND04790,0.016,0.014,9,1.18,Low
VND04791,0.192,0.211,10,16.13,Low
VND04792,0.046,0.238,17,11.35,Low
VND04793,0.095,0.249,10,13.74,Low
VND04794,0.24,0.343,13,23.32,Low
VND04795,0.189,0.112,8,12.04,Low
VND04796,0.184,0.02,2,8.17,Low
VND04797,0.082,0.333,3,16.61,Low
VND04798,0.145,0.345,11,19.63,Low
VND04799,0.295,0.157,6,18.08,Low
VND04800,0.083,0.357,16,17.59,Low
VND04801,0.132,0.192,11,12.99,Low
VND04802,0.183,0.004,15,7.48,Low
VND04803,0.048,0.07,8,4.73,Low
VND04804,0.279,0.223,20,20.07,Low
VND04805,0.126,0.038,11,6.6,Low
VND04806,0.111,0.256,4,14.68,Low
VND04807,0.269,0.132,0,16.02,Low
VND04808,0.042,0.18,14,8.88,Low
VND04809,0.088,0.229,4,12.7,Low
VND04810,0.018,0.105,3,4.93,Low
VND04811,0.187,0.04,2,9.07,Low
VND04812,0.174,0.047,4,8.84,Low
VND04813,0.086,0.06,8,5.85,Low
VND04814,0.053,0.174,17,9.1,Low
VND04815,0.152,0.144,14,11.82,Low
VND04816,0.021,0.283,5,12.16,Low
VND04817,0.002,0.075,13,3.06,Low
VND04818,0.135,0.264,14,15.96,Low
VND04819,0.151,0.129,12,11.19,Low
VND04820,0.278,0.309,17,23.48,Low
VND04821,0.212,0.25,9,18.47,Low
VND04822,0.232,0.159,6,15.67,Low
VND04823,0.113,0.296,9,16.38,Low
VND04824,0.141,0.184,9,12.98,Low
VND04825,0.235,0.188,3,16.93,Low
VND04826,0.066,0.226,1,11.67,Low
VND04827,0.093,0.399,6,19.67,Low
VND04828,0.29,0.053,10,13.75,Low
VND04829,0.118,0.102,17,8.82,Low
VND04830,0.292,0.394,14,27.45,Medium
VND04831,0.242,0.099,14,13.63,Low
VND04832,0.082,0.223,6,12.18,Low
VND04833,0.033,0.325,2,14.31,Low
VND04834,0.286,0.043,5,13.17,Low
VND04835,0.124,0.164,15,11.53,Low
VND04836,0.125,0.144,2,10.76,Low
VND04837,0.009,0.35,19,14.39,Low
VND04838,0.29,0.26,9,21.99,Low
VND04839,0.226,0.054,7,11.2,Low
VND04840,0.049,0.181,0,9.19,Low
VND04841,0.077,0.055,8,5.26,Low
VND04842,0.116,0.311,0,17.07,Low
VND04843,0.204,0.009,0,8.52,Low
VND04844,0.17,0.191,16,14.45,Low
VND04845,0.036,0.326,3,14.48,Low
VND04846,0.194,0.142,5,13.44,Low
VND04847,0.226,0.383,9,24.35,Low
VND04848,0.078,0.247,19,13.01,Low
VND04849,0.153,0.143,6,11.85,Low
VND04850,0.09,0.148,13,9.53,Low
VND04851,0.028,0.337,11,14.56,Low
VND04852,0.21,0.139,7,13.94,Low
VND04853,0.003,0.139,11,5.67,Low
VND04854,0.041,0.101,14,5.69,Low
VND04855,0.158,0.311,9,18.76,Low
VND04856,0.15,0.265,16,16.62,Low
VND04857,0.173,0.011,0,7.35,Low
VND04858,0.274,0.208,12,19.26,Low
VND04859,0.205,0.222,10,17.1,Low
VND04860,0.111,0.152,17,10.51,Low
VND04861,0.142,0.027,20,6.76,Low
VND04862,0.035,0.191,14,9.06,Low
VND04863,0.238,0.047,1,11.43,Low
VND04864,0.022,0.197,16,8.79,Low
VND04865,0.205,0.34,18,21.82,Low
VND04866,0.095,0.029,16,4.94,Low
VND04867,0.167,0.17,5,13.48,Low
VND04868,0.235,0.043,0,11.12,Low
VND04869,0.143,0.072,4,8.59,Low
VND04870,0.267,0.206,11,18.92,Low
VND04871,0.184,0.203,5,15.47,Low
VND04872,0.181,0.36,17,21.65,Low
VND04873,0.073,0.344,0,16.68,Low
VND04874,0.078,0.211,3,11.58,Low
VND04875,0.151,0.371,8,20.87,Low
VND04876,0.282,0.174,17,18.25,Low
VND04877,0.048,0.122,11,6.82,Low
VND04878,0.247,0.271,17,20.72,Low
VND04879,0.111,0.093,7,8.19,Low
VND04880,0.022,0.127,18,5.95,Low
VND04881,0.25,0.102,2,14.11,Low
VND04882,0.267,0.31,11,23.08,Low
VND04883,0.129,0.17,13,11.97,Low
VND04884,0.265,0.218,8,19.32,Low
VND04885,0.159,0.035,3,7.76,Low
VND04886,0.047,0.33,14,15.06,Low
VND04887,0.249,0.04,10,11.55,Low
VND04888,0.252,0.275,12,21.09,Low
VND04889,0.149,0.3,20,17.95,Low
VND04890,0.061,0.292,15,14.11,Low
VND04891,0.022,0.06,3,3.25,Low
VND04892,0.113,0.124,0,9.48,Low
VND04893,0.042,0.015,17,2.28,Low
VND04894,0.027,0.168,9,7.82,Low
VND04895,0.249,0.262,17,20.41,Low
VND04896,0.04,0.097,19,5.5,Low
VND04897,0.032,0.063,14,3.81,Low
VND04898,0.265,0.211,17,19.05,Low
VND04899,0.086,0.365,12,18.03,Low
VND04900,0.04,0.294,11,13.36,Low
VND04901,0.028,0.034,0,2.5,Low
VND04902,0.081,0.117,2,7.89,Low
VND04903,0.144,0.143,5,11.47,Low
VND04904,0.041,0.069,9,4.38,Low
VND04905,0.196,0.27,13,18.64,Low
VND04906,0.15,0.14,7,11.6,Low
VND04907,0.031,0.262,13,11.74,Low
VND04908,0.034,0.099,16,5.33,Low
VND04909,0.108,0.038,0,5.83,Low
VND04910,0.179,0.02,20,7.96,Low
VND04911,0.08,0.358,6,17.53,Low
VND04912,0.164,0.171,4,13.42,Low
VND04913,0.256,0.079,12,13.39,Low
VND04914,0.046,0.309,13,14.2,Low
VND04915,0.217,0.23,12,17.9,Low
VND04916,0.004,0.194,9,7.94,Low
VND04917,0.071,0.252,20,12.91,Low
VND04918,0.204,0.283,20,19.48,Low
VND04919,0.27,0.272,5,21.68,Low
VND04920,0.183,0.253,16,17.45,Low
VND04921,0.173,0.212,4,15.42,Low
VND04922,0.111,0.012,2,4.92,Low
VND04923,0.299,0.187,10,19.42,Low
VND04924,0.208,0.234,5,17.7,Low
VND04925,0.282,0.16,17,17.68,Low
VND04926,0.227,0.137,11,14.57,Low
VND04927,0.215,0.252,17,18.7,Low
VND04928,0.039,0.398,12,17.51,Low
VND04929,0.199,0.27,15,18.77,Low
VND04930,0.184,0.169,16,14.13,Low
VND04931,0.231,0.196,18,17.08,Low
VND04932,0.063,0.318,14,15.26,Low
VND04933,0.051,0.239,19,11.61,Low
VND04934,0.066,0.148,6,8.56,Low
VND04935,0.154,0.316,11,18.82,Low
VND04936,0.287,0.225,5,20.47,Low
VND04937,0.153,0.063,9,8.64,Low
VND04938,0.213,0.35,7,22.52,Low
VND04939,0.087,0.212,8,11.96,Low
VND04940,0.266,0.002,2,10.72,Low
VND04941,0.03,0.369,11,15.96,Low
VND04942,0.045,0.217,10,10.48,Low
VND04943,0.219,0.36,8,23.19,Low
VND04944,0.295,0.302,14,23.87,Low
VND04945,0.039,0.323,12,14.48,Low
VND04946,0.227,0.335,12,22.48,Low
VND04947,0.165,0.367,9,21.28,Low
VND04948,0.157,0.226,9,15.33,Low
VND04949,0.057,0.342,4,15.96,Low
VND04950,0.25,0.037,10,11.5,Low
VND04951,0.272,0.018,7,11.59,Low
VND04952,0.07,0.239,9,12.37,Low
VND04953,0.137,0.339,13,19.06,Low
VND04954,0.19,0.367,2,22.28,Low
VND04955,0.236,0.15,15,15.44,Low
VND04956,0.224,0.328,7,22.06,Low
VND04957,0.03,0.085,17,4.59,Low
VND04958,0.122,0.206,8,13.14,Low
VND04959,0.129,0.189,19,12.71,Low
VND04960,0.11,0.313,5,16.94,Low
VND04961,0.013,0.167,20,7.21,Low
VND04962,0.041,0.239,15,11.19,Low
VND04963,0.031,0.146,12,7.11,Low
VND04964,0.214,0.325,15,21.54,Low
VND04965,0.078,0.168,11,9.82,Low
VND04966,0.257,0.171,6,17.12,Low
VND04967,0.172,0.34,12,20.48,Low
VND04968,0.22,0.078,16,11.93,Low
VND04969,0.103,0.315,10,16.73,Low
VND04970,0.192,0.006,17,7.94,Low
VND04971,0.047,0.324,6,14.84,Low
VND04972,0.124,0.311,12,17.41,Low
VND04973,0.127,0.097,13,8.94,Low
VND04974,0.12,0.22,1,13.6,Low
VND04975,0.098,0.027,6,5.02,Low
VND04976,0.205,0.264,13,18.77,Low
VND04977,0.198,0.165,15,14.51,Low
VND04978,0.181,0.162,1,13.72,Low
VND04979,0.168,0.327,6,19.8,Low
VND04980,0.215,0.376,2,23.67,Low
VND04981,0.206,0.236,20,17.65,Low
VND04982,0.055,0.05,1,4.17,Low
VND04983,0.114,0.348,19,18.49,Low
VND04984,0.098,0.288,5,15.44,Low
VND04985,0.187,0.261,12,17.9,Low
VND04986,0.127,0.079,1,8.27,Low
VND04987,0.236,0.323,20,22.36,Low
VND04988,0.298,0.107,16,16.21,Low
VND04989,0.178,0.251,8,17.16,Low
VND04990,0.252,0.07,3,12.89,Low
VND04991,0.229,0.161,17,15.61,Low
VND04992,0.236,0.281,10,20.69,Low
VND04993,0.082,0.201,6,11.33,Low
VND04994,0.091,0.257,0,13.93,Low
VND04995,0.284,0.224,4,20.35,Low
VND04996,0.081,0.117,9,7.93,Low
VND04997,0.036,0.004,15,1.61,Low
VND04998,0.056,0.298,13,14.16,Low
VND04999,0.035,0.4,3,17.37,Low
